cluster_id,real_identity_id,known_user_id,cluster_size,edge_count,identity_confidence_score,explainability
cluster_000279,rid_000279,ku_000279,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000280,rid_000280,ku_000280,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000281,rid_000281,ku_000281,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000282,rid_000282,ku_000282,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_000283,rid_000283,ku_000283,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000284,rid_000284,ku_000284,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000285,rid_000285,ku_000285,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_000286,rid_000286,ku_000286,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000287,rid_000287,ku_000287,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000288,rid_000288,ku_000288,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000289,rid_000289,ku_000289,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000290,rid_000290,ku_000290,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000291,rid_000291,ku_000291,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000292,rid_000292,ku_000292,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_000293,rid_000293,ku_000293,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000294,rid_000294,ku_000294,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000295,rid_000295,ku_000295,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000296,rid_000296,ku_000296,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000297,rid_000297,ku_000297,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000298,rid_000298,ku_000298,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000299,rid_000299,ku_000299,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000300,rid_000300,ku_000300,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000301,rid_000301,ku_000301,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000302,rid_000302,ku_000302,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000303,rid_000303,ku_000303,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000304,rid_000304,ku_000304,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000305,rid_000305,ku_000305,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000306,rid_000306,ku_000306,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_000307,rid_000307,ku_000307,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000308,rid_000308,ku_000308,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000309,rid_000309,ku_000309,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000310,rid_000310,ku_000310,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000311,rid_000311,ku_000311,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000312,rid_000312,ku_000312,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000313,rid_000313,ku_000313,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000314,rid_000314,ku_000314,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000315,rid_000315,ku_000315,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000316,rid_000316,ku_000316,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000317,rid_000317,ku_000317,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000318,rid_000318,ku_000318,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000319,rid_000319,ku_000319,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000320,rid_000320,ku_000320,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000321,rid_000321,ku_000321,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000322,rid_000322,ku_000322,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000323,rid_000323,ku_000323,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000324,rid_000324,ku_000324,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000325,rid_000325,ku_000325,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000326,rid_000326,ku_000326,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000327,rid_000327,ku_000327,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000328,rid_000328,ku_000328,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000329,rid_000329,ku_000329,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000330,rid_000330,ku_000330,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000331,rid_000331,ku_000331,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000332,rid_000332,ku_000332,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000333,rid_000333,ku_000333,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000334,rid_000334,ku_000334,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000335,rid_000335,ku_000335,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000336,rid_000336,ku_000336,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000337,rid_000337,ku_000337,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000338,rid_000338,ku_000338,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000339,rid_000339,ku_000339,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000340,rid_000340,ku_000340,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000341,rid_000341,ku_000341,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000342,rid_000342,ku_000342,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000343,rid_000343,ku_000343,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000344,rid_000344,ku_000344,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000345,rid_000345,ku_000345,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000346,rid_000346,ku_000346,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000347,rid_000347,ku_000347,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000348,rid_000348,ku_000348,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000349,rid_000349,ku_000349,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000350,rid_000350,ku_000350,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000351,rid_000351,ku_000351,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000352,rid_000352,ku_000352,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000353,rid_000353,ku_000353,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000354,rid_000354,ku_000354,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000355,rid_000355,ku_000355,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000356,rid_000356,ku_000356,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000357,rid_000357,ku_000357,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000358,rid_000358,ku_000358,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000359,rid_000359,ku_000359,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000360,rid_000360,ku_000360,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000361,rid_000361,ku_000361,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000362,rid_000362,ku_000362,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000363,rid_000363,ku_000363,5,3,91.6,cluster created from ground truth surfaces plus resolved identity edges
cluster_000364,rid_000364,ku_000364,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000365,rid_000365,ku_000365,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000366,rid_000366,ku_000366,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000367,rid_000367,ku_000367,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000368,rid_000368,ku_000368,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000369,rid_000369,ku_000369,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000370,rid_000370,ku_000370,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000371,rid_000371,ku_000371,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000372,rid_000372,ku_000372,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000373,rid_000373,ku_000373,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000374,rid_000374,ku_000374,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000375,rid_000375,ku_000375,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000376,rid_000376,ku_000376,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000377,rid_000377,ku_000377,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000378,rid_000378,ku_000378,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000379,rid_000379,ku_000379,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000380,rid_000380,ku_000380,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000381,rid_000381,ku_000381,8,6,95.2,cluster created from ground truth surfaces plus resolved identity edges
cluster_000382,rid_000382,ku_000382,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
cluster_000383,rid_000383,ku_000383,6,4,92.8,cluster created from ground truth surfaces plus resolved identity edges
cluster_000384,rid_000384,ku_000384,7,5,94.0,cluster created from ground truth surfaces plus resolved identity edges
